-4.7500000000000001e-02 2.8288254991547235e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071417880e+00 3.9999999999998899e+00
-8.1249999999999933e-03 2.8284387943609399e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071362636e+00 3.9999999999999005e+00
-1.5624999999999944e-03 2.8284275563293590e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071335271e+00 3.9999999999999014e+00
-7.4218749999999459e-04 2.8284272221222406e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071334161e+00 3.9999999999998943e+00
-1.2695312499999469e-04 2.8284271275953170e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333850e+00 3.9999999999998912e+00
-2.4414062499994709e-05 2.8284271248515571e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333841e+00 3.9999999999998983e+00
-1.1596679687494711e-05 2.8284271247699633e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333832e+00 3.9999999999998943e+00
-1.9836425781197129e-06 2.8284271247468857e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998930e+00
-3.8146972655721316e-07 2.8284271247462160e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333832e+00 3.9999999999999005e+00
-1.8119812011190069e-07 2.8284271247461956e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998979e+00
-3.0994415277916343e-08 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333832e+00 3.9999999999999014e+00
-5.9604644722522852e-09 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998961e+00
-2.8312206215442779e-09 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998979e+00
-4.8428773351327244e-10 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-9.3132252174771528e-11 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-4.4237817007458914e-11 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-7.5669906319744539e-12 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-1.4551862360603772e-12 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-6.9121068657111761e-13 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-1.1822902445417291e-13 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-2.2732080768015463e-14 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-1.0794962807245782e-14 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-1.8421243366685213e-15 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-3.4998459157231119e-16 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-1.6346712343528492e-16 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-2.3579022332515224e-17 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-2.6433881538694109e-19 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-2.6433881538694109e-19 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-2.6433881538694109e-19 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
-8.2192850409376380e-20 2.8284271247461903e+00 0.0000000000000000e+00 0.0000000000000000e+00 6.2831853071333823e+00 3.9999999999998952e+00
